semantic_cluster_id,representative_capability_id,capability_name,capability_kind,source_or_algorithm,source_exists_on_main,source_exists_locally,origin_classification,runtime_service,endpoint_or_contract,data_source,data_state,calculation_mode,recommended_feature,recommended_screen,recommended_components,recommended_roles,verification_status,verification_blockers,duplicate_candidate_count,duplicate_capability_ids,human_confirmation_required,full_power_preservation,verified_at
CLUSTER-3B2119F427ED870D,CAP-4C3B7B99A4A6,Nowpayments Create Alias,API_ENDPOINT,backend/app/api/compat/nowpayments_create_alias.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /API/NDSP/NOWPAYMENTS-CREATE-ALIAS/HEALTH,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-3B2D0C744090CBFD,CAP-2CD69A7EA838,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /AUTH/REGISTER,UNKNOWN,UNKNOWN,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-3C2B33BFE5D13257,CAP-9ADF707918ED,Ndsp User Login Gateway,API_ENDPOINT,backend/auth_api/ndsp_user_login_gateway.cjs,false,true,LOCAL_ONLY,ndsp-user-login.service,GET /API/AUTH/SURVEY/STATUS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-3DB2CA2224CCB065,CAP-B167184CBF84,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /ME/WATCHLIST,UNKNOWN,UNKNOWN,CALCULATED_REAL,Unclassified platform capability,CAPABILITY_REVIEW,CapabilityInspector|EvidencePanel,ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-40EAC1E50F40B29A,CAP-1736E39D1CE4,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /AUTH/MAGIC-LINK,UNKNOWN,UNKNOWN,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-418471406315AE70,CAP-48F24BF885D7,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /API/TELEGRAM/LINK/START,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-4346E697DC6E8699,CAP-F56AB637F669,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,POST /API/AUTH/2FA/CONFIRM,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-0843B421B752,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-439BB6D39BC81D2B,CAP-E9D779AE5200,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /ADMIN/REGISTRATIONS,UNKNOWN,UNKNOWN,CALCULATED_REAL,Admin user management,ADMIN_USERS,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel,ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-43E988AB222E55F2,CAP-A57ECAABD0D2,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /ASSETS,UNKNOWN,UNKNOWN,CALCULATED_REAL,Unclassified platform capability,CAPABILITY_REVIEW,CapabilityInspector|EvidencePanel,ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-456F5C0D6EEA8305,CAP-7A9637DD3A75,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /MARKETS,UNKNOWN,UNKNOWN,CALCULATED_REAL,Market and economic intelligence,MARKET_INTELLIGENCE,MarketOverview|COTPanel|ForecastChart|IndicatorGrid,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-4667012B1A9E34A8,CAP-2B9AC68DB1D6,Assert No Decision Mutation,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/scenario/scenario_engine.py::assert_no_decision_mutation,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UNKNOWN,DISCOVERY_REQUIRED,Decision intelligence workspace,DECISION_ROOM,DecisionSummary|SignalPanel|ScenarioMatrix|NarrativeCard,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|API_CONTRACT_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-46E5B501847DD809,CAP-13D1EE0A3B7A,Ndsp User Dashboard Gateway,API_ENDPOINT,backend/ndsp_user_dashboard_gateway.cjs,true,true,ON_MAIN,ndsp-user-dashboard.service,GET /API/USER-DASHBOARD/SAAS-POLICY,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-2D45C5C1A44B,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-49DBC384FFE12134,CAP-4B75FD38F852,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,true,true,ON_MAIN,ndsp-admin-ui-proxy.service,POST /API/ADMIN-UI/ALERTS/TEST,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-C58E98CA2D3A,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-4AE80B870122ACCA,CAP-F6B5F7A0A680,Frontend Fields Api,API_ENDPOINT,backend/app/ndsp_governance/frontend_fields_api.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /API/NDSP/FRONTEND-FIELDS/PROBE,UNKNOWN,UNKNOWN,CALCULATED_REAL,Decision quality and risk controls,QUALITY_AND_RISK,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-52E920E2015C88E7,CAP-C26418100904,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /API/NDSP/COMPAT/HEALTH,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-547C76FD6DEEB68F,CAP-A1CD5A0B9B66,Market Type For,ALGORITHM_OR_BUSINESS_LOGIC,backend/ndsp-live-decision-quality/asset_registry_runtime.py::market_type_for,false,true,UNTRACKED,ndsp-live-decision-quality.service,DISCOVERY_REQUIRED,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,API_CONTRACT_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-56135DB7D7AC83E9,CAP-5FEF33A2C87F,Ndsp User Login Gateway,API_ENDPOINT,backend/auth_api/ndsp_user_login_gateway.cjs,false,true,LOCAL_ONLY,ndsp-user-login.service,POST /API/AUTH/EVENTS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-566579A5139ED492,CAP-6F83F74440AE,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /ASSETS/{ASSET_ID}/DECISION,UNKNOWN,UNKNOWN,CALCULATED_REAL,Decision intelligence workspace,DECISION_ROOM,DecisionSummary|SignalPanel|ScenarioMatrix|NarrativeCard,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-56B06674577E8202,CAP-2CC212BF4F8E,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,DELETE /ME/WATCHLIST/{ASSET_ID},UNKNOWN,UNKNOWN,CALCULATED_REAL,Unclassified platform capability,CAPABILITY_REVIEW,CapabilityInspector|EvidencePanel,ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-5792A265FF46E0D7,CAP-F142BF636522,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,true,true,ON_MAIN,ndsp-admin-ui-proxy.service,GET /API/ADMIN-UI/TRIALS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-7F41666FC0D4,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-582655326350BC33,CAP-E01E3F460977,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,GET /API/AUTH/LOGIN/HEALTH,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-D6B934D294FE,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-5B9DAFE475C08AEA,CAP-C84121300635,Tdl V2 Policy Admin,API_ENDPOINT,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py,false,true,LOCAL_ONLY,ndsp-governance-bridge.service,POST /TIMING/ENABLE,UNKNOWN,UNKNOWN,CALCULATED_REAL,Decision quality and risk controls,QUALITY_AND_RISK,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus,USER|ADMIN,PARTIALLY_VERIFIED,DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-5C8A28CB4849CE41,CAP-70F625B28F63,Alert Prefs Post,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/compat/user_operational_compat.py::alert_prefs_post,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /API/AUTH/ACTIVATE|GET /API/NDSP/COMPAT/HEALTH|GET /API/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/STATUS|GET /API/USER/ALERT-PREFERENCES|GET /API/V6/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/STATUS|POST /API/ALERTS/EMAIL/TEST|POST /API/AUTH/ACTIVATE|POST /API/AUTH/REGISTER-TRIAL|POST /API/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/CREATE|POST /API/TELEGRAM/LINK/START|POST /API/TELEGRAM/LINK/VERIFY|POST /API/TRIAL/REGISTER|POST /API/TRIAL/REQUEST|POST /API/USER/ALERT-PREFERENCES|POST /API/V1/TRIAL/REGISTER|POST /API/V6/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/CREATE,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,3,CAP-A6810593B898|CAP-CF000A7305E2|CAP-E668719D9AD9,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-5DBA84E9131F0BAC,CAP-F19E055AF8D6,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /API/AUTH/ACTIVATE,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-5E7C7AD2F1B4282A,CAP-A194414E26E2,Telegram Routing Admin,API_ENDPOINT,backend/app/api/admin/telegram_routing_admin.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /TEST,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,2,CAP-B3BF7C85F687|CAP-CAD48928C8E4,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-5E9DA9DE4B7D094A,CAP-9EAA6B9BF2BC,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /API/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/STATUS,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-5F9C10E11F6C8818,CAP-FAAE9703FE61,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /API/USER/ALERT-PREFERENCES,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-631F0C2197AF7D5E,CAP-8CF43007F5CD,Telegram Routing V2,API_ENDPOINT,backend/app/api/admin/telegram_routing_v2.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /DEBUG-AUTH,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,1,CAP-C60CD9D10164,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-64C310B6EDCD42B4,CAP-3965B46743DE,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /ADMIN/REGISTRATIONS/{REGISTRATION_ID}/DECISION,UNKNOWN,UNKNOWN,CALCULATED_REAL,Decision intelligence workspace,DECISION_ROOM,DecisionSummary|SignalPanel|ScenarioMatrix|NarrativeCard,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-65E18FD59CD68EA6,CAP-B39355BFBE71,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,true,true,ON_MAIN,ndsp-admin-ui-proxy.service,GET /API/ADMIN-UI/SUMMARY,JSON,REAL_SNAPSHOT,CALCULATED_REAL,"Reports, analytics, and evidence",REPORTS_AND_ANALYTICS,ReportLibrary|AnalyticsChart|HistoryTable|EvidenceDrawer,USER|ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-255A55D1B989,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-67635868736B0665,CAP-538A80545E29,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /ME/CHANNELS/EMAIL/TEST,UNKNOWN,UNKNOWN,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-67D1DD2C621BA7A2,CAP-644C81537AC6,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,POST /API/AUTH/2FA/STATUS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-A8D586B30335,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-6A45450BC66CD8D3,CAP-513B295710F5,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,true,true,ON_MAIN,ndsp-admin-ui-proxy.service,GET /API/ADMIN-UI/PAYMENTS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-BE5C7B84201D,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-6F9527A740879BA9,CAP-8374FD1D62EB,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,true,true,ON_MAIN,ndsp-admin-ui-proxy.service,GET /API/ADMIN-UI/ALERTS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-B25ABE2AD98F,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-7221689E4834C98E,CAP-22453668AACA,Telegram Routing V2,API_ENDPOINT,backend/app/api/admin/telegram_routing_v2.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /UPDATE,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,2,CAP-65156AA526BC|CAP-FBE70B1294BC,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-73EFBFAE1A55AC95,CAP-5B18901D1F22,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /CONTRACT/STATUS,UNKNOWN,UNKNOWN,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-754B89CD5C66FF20,CAP-116FF6D929A9,Ndsp User Login Gateway,API_ENDPOINT,backend/auth_api/ndsp_user_login_gateway.cjs,false,true,LOCAL_ONLY,ndsp-user-login.service,GET /API/AUTH/DECISION-ROOM-ACCESS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-75F9D184F9AFE542,CAP-BD19C45FECD0,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /PAYMENTS/CHECKOUT,UNKNOWN,UNKNOWN,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|DATA_STATE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-7760D3ACF83E0B50,CAP-D559FE326861,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,POST /API/USER/ALERT-PREFERENCES,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,Alerts and delivery channels,ALERTS_AND_CHANNELS,AlertCenter|ChannelSettings|RoutingStatus|TestDelivery,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-7845464071C28F4D,CAP-F197D783C391,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,false,true,LOCAL_ONLY,DISCOVERY_REQUIRED,GET /API/V6/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/STATUS,JSON|POSTGRES,REAL_SNAPSHOT,CALCULATED_REAL,"Trial, plans, and billing",TRIAL_AND_BILLING,TrialCountdown|PlanComparison|UsageMeter|BillingStatus,USER|ADMIN,PARTIALLY_VERIFIED,RUNTIME_SERVICE_UNVERIFIED|OWNER_UNASSIGNED,0,,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-78C95988F325EF45,CAP-C32C78AB47B0,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,true,true,ON_MAIN,ndsp-admin-ui-proxy.service,GET /API/ADMIN-UI/GOVERNANCE,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Decision quality and risk controls,QUALITY_AND_RISK,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus,USER|ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-54AB364B10F5,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-7C1FEACB5901A8AF,CAP-48E71B4F1CF7,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,true,true,ON_MAIN,ndsp-api-compat.service,GET /API/PAYMENTS/STATUS,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Platform operations and service health,PLATFORM_OPERATIONS,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel,ADMIN,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-F66DBAC61596,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-7D965DF29C66CBAD,CAP-8F78E58E5656,Ndsp User Login Gateway,API_ENDPOINT,backend/ndsp_user_login_gateway.cjs,true,true,ON_MAIN,ndsp-user-login.service,POST /API/AUTH/2FA/SETUP/CONFIRM,JSON,REAL_SNAPSHOT,CALCULATED_REAL,Authentication and account access,AUTHENTICATION,AuthForm|TwoFactorStep|SessionStatus|RecoveryFlow,PUBLIC|AUTHENTICATED_USER,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,1,CAP-50F4AF813A40,true,REQUIRED,2026-07-31T20:18:20Z
CLUSTER-7EB5191C8588F907,CAP-00ED621D6D60,Ndsp Attach Dual Scenario Data Quality Public V1,ALGORITHM_OR_BUSINESS_LOGIC,backend/ndsp-live-decision-quality/server.py::_ndsp_attach_dual_scenario_data_quality_public_v1,false,true,LOCAL_ONLY,ndsp-live-decision-quality.service,GET /API/DECISION/QUALITY-LIVE|GET /API/DECISION/QUALITY-LIVE/HEALTH,CSV|JSON,REAL_SNAPSHOT,CALCULATED_REAL,Public platform presentation,LANDING,CapabilityProof|LiveMetric|PlatformTimeline,PUBLIC,PARTIALLY_VERIFIED,OWNER_UNASSIGNED,2,CAP-4EB8C4DDA8E9|CAP-8189CA8761C9,true,REQUIRED,2026-07-31T20:18:20Z
