capability_id,capability_name,batch_id,p0_signature,selected_evidence_paths,service_required,endpoint_required,real_data_required,old_runtime_service,new_runtime_service,old_endpoint_or_contract,new_endpoint_or_contract,old_data_source,new_data_source,old_data_state,new_data_state,reconciled_dimensions,canonical_fields_changed,human_confirmation_required,ui_complete_created
CAP-4788CB6BD13A,Market Positioning Status,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-4804EA150D2F,Frontend Contract,B10_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /brief/today,GET /brief/today,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-484CFADD9BEA,L03 Market Direction Context,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-48F24BF885D7,User Operational Compat,B15_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,POST /api/telegram/link/start,POST /api/telegram/link/start,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-498E4FD1C421,Ndsp Admin Ok,B14_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /health|POST /auth/register|POST /auth/login|GET /me|POST /feedback|POST /upgrade-request|GET /upgrade-requests/me|GET /admin/upgrade-requests|POST /admin/upgrade-requests/:id/review|GET /trial/status|GET /admin/feedback|POST /admin/feedback/:id/review|GET /notifications|POST /notifications/:id/read|GET /admin/notifications|POST /admin/notifications/send|GET /plans|GET /admin/plans|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|GET /admin/stats|PUT /admin/users/:id|DELETE /admin/users/:id|GET /admin/users|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|GET /api/admin/telegram-routing/status|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test,GET /health|POST /auth/register|POST /auth/login|GET /me|POST /feedback|POST /upgrade-request|GET /upgrade-requests/me|GET /admin/upgrade-requests|POST /admin/upgrade-requests/:id/review|GET /trial/status|GET /admin/feedback|POST /admin/feedback/:id/review|GET /notifications|POST /notifications/:id/read|GET /admin/notifications|POST /admin/notifications/send|GET /plans|GET /admin/plans|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|GET /admin/stats|PUT /admin/users/:id|DELETE /admin/users/:id|GET /admin/users|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|GET /api/admin/telegram-routing/status|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-4B44E1521757,Find Quality,B09_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /api/ndsp/public/decision-quality|GET /api/ndsp/public/decision-quality,GET /api/ndsp/public/decision-quality|GET /api/ndsp/public/decision-quality,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-4B8CAC6792AE,Ndsp User Portal Final Experience V1 One Script,B16_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /api/user/experience,GET /api/user/experience,HTTP_API|JSON|POSTGRES,HTTP_API|JSON|POSTGRES,REAL_LIVE,REAL_LIVE,,false,true,false
CAP-4B97F41DF526,Feature Gate,B12_ENDPOINT_REAL_DATA,ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,true,ndsp-governance-bridge.service,ndsp-governance-bridge.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-4C3B7B99A4A6,Nowpayments Create Alias,B16_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /api/ndsp/nowpayments-create-alias/health,GET /api/ndsp/nowpayments-create-alias/health,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-4C410FBB8A1A,Ndsp Asset Market Universe,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-4D6846492F26,Evaluate Cot Validity,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-4F0B75AAC48C,Ndsp Ctl 001 Workspace Identity,B12_ENDPOINT_REAL_DATA,ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,true,ndsp-ctl-001-workspace-identity.service,ndsp-ctl-001-workspace-identity.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-4F8F0E4D1785,Evaluate Market Positioning,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-50438E70B54F,Ndsp Completed Decisions Evidence V35,B12_ENDPOINT_REAL_DATA,ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,true,ndsp-completed-decisions-evidence-v35.service,ndsp-completed-decisions-evidence-v35.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-50C15563709E,Test Gateway Has No Decision Logic,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-531AC9AE3E7D,Admin Payment Reject,B09_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-538062400EBA,Auth Forgot,B09_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-538A80545E29,Frontend Contract,B10_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,POST /me/channels/email/test,POST /me/channels/email/test,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-541E221FDE39,Ndsp Admin Key From Req,B14_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /health|POST /auth/register|POST /auth/login|GET /me|POST /feedback|POST /upgrade-request|GET /upgrade-requests/me|GET /admin/upgrade-requests|POST /admin/upgrade-requests/:id/review|GET /trial/status|GET /admin/feedback|POST /admin/feedback/:id/review|GET /notifications|POST /notifications/:id/read|GET /admin/notifications|POST /admin/notifications/send|GET /plans|GET /admin/plans|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|GET /admin/stats|PUT /admin/users/:id|DELETE /admin/users/:id|GET /admin/users|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|GET /api/admin/telegram-routing/status|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test,GET /health|POST /auth/register|POST /auth/login|GET /me|POST /feedback|POST /upgrade-request|GET /upgrade-requests/me|GET /admin/upgrade-requests|POST /admin/upgrade-requests/:id/review|GET /trial/status|GET /admin/feedback|POST /admin/feedback/:id/review|GET /notifications|POST /notifications/:id/read|GET /admin/notifications|POST /admin/notifications/send|GET /plans|GET /admin/plans|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|GET /admin/stats|PUT /admin/users/:id|DELETE /admin/users/:id|GET /admin/users|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|GET /api/admin/telegram-routing/status|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-546A1A38604F,User By Id Or Email,B18_ENDPOINT_ONLY,ENDPOINT_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,false,ndsp-user-alert-channels.service,ndsp-user-alert-channels.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-546C65CAA1A3,Insert User,B18_ENDPOINT_ONLY,ENDPOINT_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,false,ndsp-trial-register.service,ndsp-trial-register.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-54BED56B7320,Normalize User,B18_ENDPOINT_ONLY,ENDPOINT_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,false,ndsp-user-alert-channels.service,ndsp-user-alert-channels.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-55015F233F5A,Frontend Contract,B10_SERVICE_REAL_DATA,SERVICE_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,GET /auth/magic-link/verify,GET /auth/magic-link/verify,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,REAL_LIVE,REAL_LIVE,REAL_DATA,true,true,false
CAP-552A04A27A0F,Scenario Report,B13_ENDPOINT_REAL_DATA,ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,true,ndsp-scenario-levels-adapter.service,ndsp-scenario-levels-adapter.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-559BFA960608,Ndsp Completed Decisions History V36,B12_ENDPOINT_REAL_DATA,ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,true,ndsp-completed-decisions-history-v36.service,ndsp-completed-decisions-history-v36.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-55B47C91DF6D,Ndsptrial Activation Guard Middleware,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-5649C9641068,User Operational Compat,B14_SERVICE_ONLY,SERVICE_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,false,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,POST /api/v6/payments/nowpayments/subscription/create,POST /api/v6/payments/nowpayments/subscription/create,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-571585E11A87,Gateway Auth Me,B18_ENDPOINT_ONLY,ENDPOINT_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,false,ndsp-user-alert-channels.service,ndsp-user-alert-channels.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,JSON,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-575CCF623BA1,Legacy Structure.Test,B01_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-5784897BCF65,Cot Report Family,B02_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-57F9FE89ED2E,L15 Devils Advocate,B02_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-57FACA283877,Admin Mail To,B18_ENDPOINT_ONLY,ENDPOINT_ONLY,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,false,true,false,ndsp-trial-register.service,ndsp-trial-register.service,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON|POSTGRES,JSON|POSTGRES,REAL_SNAPSHOT,REAL_SNAPSHOT,,false,true,false
CAP-587C4D012ECD,Completed Decisions Panel V37,B04_SERVICE_ENDPOINT_REAL_DATA,SERVICE_ENDPOINT_REAL_DATA,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,true,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,MACHINE_EVIDENCE[REAL_DATA]::docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,UNKNOWN,REAL_SNAPSHOT,REAL_DATA,true,true,false
CAP-5930A90FD873,Canvas Signal,B06_SERVICE_ENDPOINT,SERVICE_ENDPOINT,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true,false,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON|POSTGRES,HTTP_API|JSON|POSTGRES,REAL_LIVE,REAL_LIVE,,false,true,false
