capability_id,capability_name,missing_evidence_count,missing_evidence,evidence_passed_count,completeness_percent,closability_score,matching_false_negative_risk,recommended_batch,recommended_action,source_verified,runtime_service_status,endpoint_status,real_data_verified,calculation_verified,test_verified,ui_verified
CAP-B2C76796BD6C,Ndsp Api Compat Gateway,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-B519831DD104,Ndsp V201 Report Age Days,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-B800EB18EDBC,Ndsp Api Compat Gateway,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-BAFAADE8019C,Delete User Dependencies,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-BE5C7B84201D,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-C887E550660D,Ndsp V1 Public Data Quality,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-C8F6891BC250,Ndsp Admin Ui Proxy,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-D0B77E088DEE,Ndsp Admin Actions Authoritative,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-DECAE45DE878,Auth Optional,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-ECBB8B6ED8D2,Update User Status,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-ED125A196CA8,Get User By Id,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-ED8397248098,Auth,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-F66DBAC61596,Ndsp Api Compat Gateway,3,SOURCE|TEST|UI,4,57.14,64,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,RESPONSIVE,true,true,false,false
CAP-071618E88E83,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-10D53C6D7918,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-11BF5E282765,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-2B9AC68DB1D6,Assert No Decision Mutation,3,ENDPOINT|REAL_DATA|TEST,4,57.14,58,LOW,B03_ENDPOINT_CONTRACTS,Bind capability to canonical API contract and safe local probe,true,ACTIVE,NO_CONTRACT,false,true,false,true
CAP-4804EA150D2F,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-552A04A27A0F,Scenario Report,3,ENDPOINT|REAL_DATA|TEST,4,57.14,58,LOW,B03_ENDPOINT_CONTRACTS,Bind capability to canonical API contract and safe local probe,true,ACTIVE,NO_CONTRACT,false,true,false,true
CAP-5B18901D1F22,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-636B50FAED04,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-805630C7C819,Attach Report,3,ENDPOINT|REAL_DATA|TEST,4,57.14,58,LOW,B03_ENDPOINT_CONTRACTS,Bind capability to canonical API contract and safe local probe,true,ACTIVE,NO_CONTRACT,false,true,false,true
CAP-8BCDCDA9FCED,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-93DD0F3859D4,Tdl V2 Policy Admin,3,ENDPOINT|REAL_DATA|TEST,4,57.14,58,LOW,B03_ENDPOINT_CONTRACTS,Bind capability to canonical API contract and safe local probe,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,false,true,false,true
CAP-9BE0DE3ADC89,Generate Report,3,ENDPOINT|REAL_DATA|TEST,4,57.14,58,LOW,B03_ENDPOINT_CONTRACTS,Bind capability to canonical API contract and safe local probe,true,ACTIVE,NO_CONTRACT,false,true,false,true
CAP-A57ECAABD0D2,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-AA4ECF6DF3F8,Tdl V2 Policy Admin,3,ENDPOINT|REAL_DATA|TEST,4,57.14,58,LOW,B03_ENDPOINT_CONTRACTS,Bind capability to canonical API contract and safe local probe,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,false,true,false,true
CAP-B81607E6BCDB,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-C84121300635,Tdl V2 Policy Admin,3,ENDPOINT|REAL_DATA|TEST,4,57.14,58,LOW,B03_ENDPOINT_CONTRACTS,Bind capability to canonical API contract and safe local probe,true,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,false,true,false,true
CAP-D6102C7DC3C1,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-E9D779AE5200,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-F150D0BAA604,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-F402D935EFF7,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-FA44BA71A8B0,Frontend Contract,3,SERVICE|REAL_DATA|TEST,4,57.14,58,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,RESPONSIVE,false,true,false,true
CAP-15DCBE989F60,Render Trials,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,NO_CONTRACT,true,true,false,true
CAP-1736E39D1CE4,Frontend Contract,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-29DCBEF0D49C,Ndsp Nowpayments,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-6C9E5493FEC3,Ndsp Live Trial Counters,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,NO_CONTRACT,true,true,false,true
CAP-7AF5F3CAE976,Ndsp Nowpayments,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-A5C181808EF6,Frontend Contract,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-BD19C45FECD0,Frontend Contract,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-D8194AB79967,Frontend Contract,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-E4F9CD5311CA,Pick Market Timestamp,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,NO_CONTRACT,true,true,false,true
CAP-EAFDBC235B37,Format Market Timestamp,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,NO_CONTRACT,true,true,false,true
CAP-F5C7F3807EC2,Canonical Decision Text,3,SERVICE|ENDPOINT|TEST,4,57.14,56,SERVICE_MATCHING,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,true,NOT_FOUND,NO_CONTRACT,true,true,false,true
CAP-1A9F62165A6D,Ndsp User Login Gateway,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-1AF6F47DC3CE,Ndsp User Login Gateway,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-1D926198372A,Ndsp User Login Gateway,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-353E6D9C0A43,Ndsp User Login Gateway,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-3ACB19AAC8FC,Ndsp Admin Actions Bypass Old Middleware,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-3F820FC0AC86,Ndsp User Portal Final Experience V1 One Script,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-425426D4A96B,User Operational Compat,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-45BEE5E5B9D6,Telegram Routing V2,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-496F09F3F4BB,Ndsp User Login Gateway,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-4ADB944E408B,Ndsp User Login Gateway,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-4B8CAC6792AE,Ndsp User Portal Final Experience V1 One Script,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-4C3B7B99A4A6,Nowpayments Create Alias,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-5FEF33A2C87F,Ndsp User Login Gateway,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-6FE68AAF4F33,Telegram Routing Internal,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-70F625B28F63,Alert Prefs Post,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-8CF43007F5CD,Telegram Routing V2,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-9EAA6B9BF2BC,User Operational Compat,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-A1CD5A0B9B66,Market Type For,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,NO_CONTRACT,true,true,false,true
CAP-C26418100904,User Operational Compat,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-C3C9F07E6EC7,Telegram Routing Admin,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-E07F7BC7E52F,Ndsp User Login Gateway,3,SOURCE|ENDPOINT|TEST,4,57.14,54,SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,true
CAP-E4980A40032A,Ndsp User Portal Final Experience V1 One Script,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-EC53447FDEFA,Telegram Routing Internal,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-F197D783C391,User Operational Compat,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-F6B5F7A0A680,Frontend Fields Api,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-FAAE9703FE61,User Operational Compat,3,SOURCE|SERVICE|TEST,4,57.14,54,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B08_HUMAN_REVIEW,Confirm whether machine matching is false-negative before code change,false,NOT_FOUND,RESPONSIVE,true,true,false,true
CAP-2A493D97E048,Auth Debug,4,REAL_DATA|CALCULATION|TEST|UI,3,42.86,56,LOW,B04_DATA_CALCULATION,"Document real data source, freshness, and calculation evidence",true,ACTIVE,RESPONSIVE,false,false,false,false
CAP-996E29239712,Require Admin,4,REAL_DATA|CALCULATION|TEST|UI,3,42.86,56,LOW,B04_DATA_CALCULATION,"Document real data source, freshness, and calculation evidence",true,ACTIVE,RESPONSIVE,false,false,false,false
CAP-16BC3B472E5B,Sync Admin Users Json Safe,4,SERVICE|ENDPOINT|TEST|UI,3,42.86,48,SERVICE_MATCHING,B02_SERVICE_MAPPING,Map capability to exact systemd unit/process and verify active state,true,AMBIGUOUS,NO_CONTRACT,true,true,false,false
CAP-57FACA283877,Admin Mail To,4,SERVICE|ENDPOINT|TEST|UI,3,42.86,48,SERVICE_MATCHING,B02_SERVICE_MAPPING,Map capability to exact systemd unit/process and verify active state,true,AMBIGUOUS,NO_CONTRACT,true,true,false,false
CAP-5930A90FD873,Canvas Signal,4,SERVICE|ENDPOINT|TEST|UI,3,42.86,48,SERVICE_MATCHING,B02_SERVICE_MAPPING,Map capability to exact systemd unit/process and verify active state,true,NOT_FOUND,NO_CONTRACT,true,true,false,false
CAP-E2BE53CEC0F0,Insert User,4,SERVICE|ENDPOINT|TEST|UI,3,42.86,48,SERVICE_MATCHING,B02_SERVICE_MAPPING,Map capability to exact systemd unit/process and verify active state,true,AMBIGUOUS,NO_CONTRACT,true,true,false,false
CAP-E7E2EB1C570D,Activate User By Token,4,SERVICE|ENDPOINT|TEST|UI,3,42.86,48,SERVICE_MATCHING,B02_SERVICE_MAPPING,Map capability to exact systemd unit/process and verify active state,true,AMBIGUOUS,NO_CONTRACT,true,true,false,false
CAP-0843B421B752,Ndsp User Login Gateway,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,false
CAP-119888657162,Row To Decision,4,SOURCE|SERVICE|TEST|UI,3,42.86,46,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-11F9C86C3DEA,Admin Candidates,4,SOURCE|SERVICE|TEST|UI,3,42.86,46,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-20C44DAA9628,Save Governance Mode,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-212E6DC3A3DB,Require Admin,4,SOURCE|SERVICE|TEST|UI,3,42.86,46,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-235EF538DEF9,Auth Reset,4,SERVICE|REAL_DATA|CALCULATION|TEST,3,42.86,46,SERVICE_MATCHING,B02_SERVICE_MAPPING,Map capability to exact systemd unit/process and verify active state,true,NOT_FOUND,RESPONSIVE,false,false,false,true
CAP-24B10225D49C,Require Admin,4,SOURCE|SERVICE|TEST|UI,3,42.86,46,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-2885DFC3A9EA,Log Decision,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-376A2E7311B7,Ndsp User Login Gateway,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,false
CAP-3836195F0EC6,Forward To Trial Gateway,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-399F19D9DFDF,Governance Mode Public,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-423A0277D2B0,Parse Quality,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-43B04D28A46B,Ndsp Admin Ui Proxy,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,false
CAP-43DC89894352,Require Admin,4,SOURCE|SERVICE|TEST|UI,3,42.86,46,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-4515D5FBBBF3,Framework Adapter,4,SOURCE|SERVICE|TEST|UI,3,42.86,46,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-50F4AF813A40,Ndsp User Login Gateway,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,UNSAFE_METHOD_NOT_EXECUTED,true,true,false,false
CAP-546A1A38604F,User By Id Or Email,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-54BED56B7320,Normalize User,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-571585E11A87,Gateway Auth Me,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-5C75E2FE3A98,Make Decision Id,4,SOURCE|SERVICE|TEST|UI,3,42.86,46,SERVICE_MATCHING|SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,NOT_FOUND,RESPONSIVE,true,true,false,false
CAP-61B414613C07,User From Sessions,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-61D78BDE704F,Ensure Governance Mode File,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-695108C486EF,Derive Timing Authority,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
CAP-6D3062BEB048,Ndsp Live Market Adapter,4,SOURCE|ENDPOINT|TEST|UI,3,42.86,46,SOURCE_PATH_NORMALIZATION,B07_DEEP_REMEDIATION,Review source architecture and reconstruct complete evidence chain,false,ACTIVE,NO_CONTRACT,true,true,false,false
