capability_id,capability_name,description,source_or_algorithm,runtime_service,endpoint_or_contract,data_source,calculation_mode,user_role,screen,visible_component,coverage_state,data_state,canonicality,evidence_path,owner,last_verified_at,notes,origin_classification,capability_kind,confidence,frontend_consumers
CAP-763052AA5682,Ndsp Selection Summary Timeframe Sync V113,Business or platform capability discovered from ndsp-selection-summary-timeframe-sync-v113 in frontend/ndsp-user-portal-v50/public/ndsp-selection-summary-timeframe-sync-v113.js,frontend/ndsp-user-portal-v50/public/ndsp-selection-summary-timeframe-sync-v113.js::ndsp-selection-summary-timeframe-sync-v113,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,PUBLIC,CURRENT_FRONTEND,frontend/ndsp-user-portal-v50/public/ndsp-selection-summary-timeframe-sync-v113.js,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,frontend/ndsp-user-portal-v50/public/ndsp-selection-summary-timeframe-sync-v113.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=MEDIUM;business_keyword_score=1,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-76B70495D201,Test Cot Spine,Business or platform capability discovered from TestCotSpine in backend/app/support_layers/cot/test_cot_spine.py,backend/app/support_layers/cot/test_cot_spine.py::TestCotSpine,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,REPORTS,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/support_layers/cot/test_cot_spine.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=3,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-76BA8C1A4373,Prod Schema.Canonical,Business or platform capability discovered from prod-schema.canonical in docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_8_20260730_092054/work/prod-schema.canonical.sql,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_8_20260730_092054/work/prod-schema.canonical.sql::prod-schema.canonical,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_LIVE,CANONICAL,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_8_20260730_092054/work/prod-schema.canonical.sql,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=MEDIUM;business_keyword_score=12,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-7739F02602D8,Get User By Id,Business or platform capability discovered from getUserById in backend/ndsp_user_login_gateway.cjs,backend/ndsp_user_login_gateway.cjs::getUserById,ndsp-user-login.service,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp_user_login_gateway.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=HIGH;business_keyword_score=5,ON_MAIN,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-77818ECC2F15,Market Positioning,Business or platform capability discovered from MarketPositioning in backend/app/core/market_positioning.py,backend/app/core/market_positioning.py::MarketPositioning,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,UNMAPPED,DISCOVERY_REQUIRED,SOURCE_IDENTIFIED,UNKNOWN,REVIEW_REQUIRED,backend/app/core/market_positioning.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=5,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-7790D40220E7,Scenario Service,Business or platform capability discovered from scenarioService in frontend/user-portal-vite/src/core/services/scenarioService.js,frontend/user-portal-vite/src/core/services/scenarioService.js::scenarioService,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,CURRENT_FRONTEND,frontend/user-portal-vite/src/core/services/scenarioService.js,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,frontend/user-portal-vite/src/core/services/scenarioService.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=MEDIUM;business_keyword_score=1,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-77B158866157,Ndsp Full Backup V1,Business or platform capability discovered from ndsp_full_backup_v1 in scripts/backup/ndsp_full_backup_v1.sh,scripts/backup/ndsp_full_backup_v1.sh::ndsp_full_backup_v1,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON|POSTGRES|REDIS|SQLITE,CALCULATED_REAL,AUTHENTICATED_USER,PASSWORD_RESET,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,scripts/backup/ndsp_full_backup_v1.sh,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=MEDIUM;business_keyword_score=6,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-77BC55243F4F,Black Layer Engine,Business or platform capability discovered from BlackLayerEngine in backend/app/support_layers/black_layer/black_layer_engine.py,backend/app/support_layers/black_layer/black_layer_engine.py::BlackLayerEngine,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,UNMAPPED,DISCOVERY_REQUIRED,SOURCE_IDENTIFIED,UNKNOWN,REVIEW_REQUIRED,backend/app/support_layers/black_layer/black_layer_engine.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=5,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-77BE873FFCA9,Serial Getty@Tty S0,Runtime service with no confirmed source-to-UI mapping,"{ path=/sbin/agetty ; argv[]=/sbin/agetty -o -p -- \u --keep-baud 115200,57600,38400,9600 - $TERM ; ignore_errors=yes ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }",serial-getty@ttyS0.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNMAPPED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,REVIEW_REQUIRED,PR019_RUNTIME_EVIDENCE.json,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=RUNTIME_ONLY;confidence=MEDIUM,RUNTIME_ONLY,RUNTIME_SERVICE,MEDIUM,
CAP-77CF58DFBBF6,Ndsp Admin Ui Proxy,API capability discovered at GET /api/admin-ui/packages,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/packages,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,API_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/auth_api/ndsp_admin_ui_proxy.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0,LOCAL_ONLY,API_ENDPOINT,HIGH,
CAP-784548F2FDAD,Authorize,Business or platform capability discovered from authorize in backend/ndsp_admin_actions_bypass_old_middleware.cjs,backend/ndsp_admin_actions_bypass_old_middleware.cjs::authorize,ndsp-admin-actions.service,GET /api/admin-actions/users/action/health|POST /api/admin-actions/users/action,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,NON_CANONICAL_OR_STALE,backend/ndsp_admin_actions_bypass_old_middleware.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=HIGH;business_keyword_score=5,ON_MAIN,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-78D1A2E87C5B,Detect Plan From User,Business or platform capability discovered from detectPlanFromUser in backend/auth_api/ndsp_saas_packages_policy.cjs,backend/auth_api/ndsp_saas_packages_policy.cjs::detectPlanFromUser,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,PUBLIC,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/auth_api/ndsp_saas_packages_policy.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=9,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-790CBD0E1BCE,Delete User Dependencies,Business or platform capability discovered from deleteUserDependencies in backend/ndsp_admin_actions_authoritative.cjs,backend/ndsp_admin_actions_authoritative.cjs::deleteUserDependencies,ndsp-admin-actions.service,GET /api/admin/users/action/health,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp_admin_actions_authoritative.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=HIGH;business_keyword_score=5,ON_MAIN,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-7926D048AA63,User Key,Business or platform capability discovered from user_key in backend/services/ndsp-trial-clock-v163/server.py,backend/services/ndsp-trial-clock-v163/server.py::user_key,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON,CALCULATED_REAL,AUTHENTICATED_USER,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/services/ndsp-trial-clock-v163/server.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=HIGH;business_keyword_score=3,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-793DD4598CE0,Get Market Payload,Business or platform capability discovered from getMarketPayload in backend/ndsp_scenario_levels_adapter.cjs,backend/ndsp_scenario_levels_adapter.cjs::getMarketPayload,ndsp-scenario-levels-adapter.service,DISCOVERY_REQUIRED,JSON,CALCULATED_REAL,USER_OR_ADMIN,UNMAPPED,DISCOVERY_REQUIRED,SERVICE_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp_scenario_levels_adapter.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=2,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-793E22D57579,Macro Quality Stack Effect,Business or platform capability discovered from macro_quality_stack_effect in backend/app/support_layers/macro/macro_logic.py,backend/app/support_layers/macro/macro_logic.py::macro_quality_stack_effect,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,AUTHENTICATED_USER,UNMAPPED,DISCOVERY_REQUIRED,SOURCE_IDENTIFIED,UNKNOWN,REVIEW_REQUIRED,backend/app/support_layers/macro/macro_logic.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=3,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-794EA0FC771F,User Test,Business or platform capability discovered from userTest in backend/ndsp-user-alert-channels/server.js,backend/ndsp-user-alert-channels/server.js::userTest,ndsp-user-alert-channels.service,DISCOVERY_REQUIRED,JSON,CALCULATED_REAL,PUBLIC,LOGIN,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp-user-alert-channels/server.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=5,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-798893D4D6E0,Asset Decision,Business or platform capability discovered from asset_decision in backend/app/api/v1/frontend_contract.py,backend/app/api/v1/frontend_contract.py::asset_decision,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-79A8DED0EFA6,Rtkit Daemon,Runtime service with no confirmed source-to-UI mapping,{ path=/usr/libexec/rtkit-daemon ; argv[]=/usr/libexec/rtkit-daemon ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },rtkit-daemon.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNMAPPED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,REVIEW_REQUIRED,PR019_RUNTIME_EVIDENCE.json,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=RUNTIME_ONLY;confidence=MEDIUM,RUNTIME_ONLY,RUNTIME_SERVICE,MEDIUM,
CAP-79AF44A04EF2,Main,API capability discovered at GET /api/completed/id/:decision_id/timeline,backend/services/completed_decision/main.cjs,DISCOVERY_REQUIRED,GET /api/completed/id/:decision_id/timeline,JSON,CALCULATED_REAL,PUBLIC,PASSWORD_RESET,DISCOVERY_REQUIRED,API_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/services/completed_decision/main.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0,LOCAL_ONLY,API_ENDPOINT,HIGH,
CAP-79FF6CD17DD6,Risk Page,Business or platform capability discovered from riskPage in frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js,frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js::riskPage,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,DISCOVERY_REQUIRED,PUBLIC,LANDING,frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js,UI_PARTIAL,MOCK_ONLY,REVIEW_REQUIRED,frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=HIGH;business_keyword_score=13,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-7A9637DD3A75,Frontend Contract,API capability discovered at GET /markets,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /markets,UNKNOWN,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,API_CONNECTED,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0,LOCAL_ONLY,API_ENDPOINT,HIGH,
CAP-7AF5F3CAE976,Ndsp Nowpayments,API capability discovered at POST /webhooks/nowpayments,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,POST /webhooks/nowpayments,HTTP_API|JSON|POSTGRES,CALCULATED_REAL,PUBLIC,SUBSCRIPTION,DISCOVERY_REQUIRED,API_CONNECTED,REAL_LIVE,REVIEW_REQUIRED,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=HIGH;frontend_consumers=0,ON_MAIN,API_ENDPOINT,HIGH,
CAP-7B056D6FB736,Ndsp User Login Gateway,API capability discovered at POST /api/auth/2fa/disable,backend/auth_api/ndsp_user_login_gateway.cjs,ndsp-user-login.service,POST /api/auth/2fa/disable,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,API_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/auth_api/ndsp_user_login_gateway.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=0,LOCAL_ONLY,API_ENDPOINT,HIGH,
CAP-7B1E4A6A7A11,Password Reset Server.Before,API capability discovered at POST /api/auth/forgot-password,backups/auth-recovery-true-source-fix-v7/20260727_195013/password-reset-server.before.js,DISCOVERY_REQUIRED,POST /api/auth/forgot-password,JSON|POSTGRES,CALCULATED_REAL,AUTHENTICATED_USER,PASSWORD_RESET,backups/clean-forgot-password-page-v11/20260727_201409/canonical-forgot.before.html|backups/clean-forgot-password-page-v11/20260727_201409/live-forgot.before.html|frontend/auth-recovery/forgot-password.html,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backups/auth-recovery-true-source-fix-v7/20260727_195013/password-reset-server.before.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=HIGH;frontend_consumers=3,UNTRACKED,API_ENDPOINT,HIGH,backups/clean-forgot-password-page-v11/20260727_201409/canonical-forgot.before.html|backups/clean-forgot-password-page-v11/20260727_201409/live-forgot.before.html|frontend/auth-recovery/forgot-password.html
CAP-7B32DBE496D7,Warp Svc,Runtime service with no confirmed source-to-UI mapping,{ path=/bin/warp-svc ; argv[]=/bin/warp-svc ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },warp-svc.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNMAPPED,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,REVIEW_REQUIRED,PR019_RUNTIME_EVIDENCE.json,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=RUNTIME_ONLY;confidence=MEDIUM,RUNTIME_ONLY,RUNTIME_SERVICE,MEDIUM,
CAP-7B451237C068,Require Admin,Business or platform capability discovered from requireAdmin in backend/ndsp_admin_extension.cjs,backend/ndsp_admin_extension.cjs::requireAdmin,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,JSON|POSTGRES,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp_admin_extension.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=HIGH;business_keyword_score=4,ON_MAIN,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-7C8F6B1D672F,Test Macro Quality Stack Effect,Business or platform capability discovered from test_macro_quality_stack_effect in backend/app/support_layers/macro/test_macro_logic.py,backend/app/support_layers/macro/test_macro_logic.py::test_macro_quality_stack_effect,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,UNMAPPED,DISCOVERY_REQUIRED,SOURCE_IDENTIFIED,UNKNOWN,REVIEW_REQUIRED,backend/app/support_layers/macro/test_macro_logic.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=1,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-7CBA89249914,Server,API capability discovered at POST /mcp,server.js,DISCOVERY_REQUIRED,POST /mcp,JSON,CALCULATED_REAL,USER_OR_ADMIN,UNMAPPED,DISCOVERY_REQUIRED,API_CONNECTED,REAL_SNAPSHOT,REVIEW_REQUIRED,server.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=ON_MAIN;confidence=HIGH;frontend_consumers=0,ON_MAIN,API_ENDPOINT,HIGH,
CAP-7CC0076A7EB4,Is Legacy Authenticated Destination,Business or platform capability discovered from isLegacyAuthenticatedDestination in frontend/ndsp-user-portal-v50/public/ndsp-canonical-user-portal-v78.js,frontend/ndsp-user-portal-v50/public/ndsp-canonical-user-portal-v78.js::isLegacyAuthenticatedDestination,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,CALCULATED_REAL,PUBLIC,LOGIN,frontend/ndsp-user-portal-v50/public/ndsp-canonical-user-portal-v78.js,UI_PARTIAL,REAL_LIVE,CANONICAL,frontend/ndsp-user-portal-v50/public/ndsp-canonical-user-portal-v78.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=HIGH;business_keyword_score=3,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-7D844F2CA7E4,Create Subscription Payment,Business or platform capability discovered from create_subscription_payment in backend/app/api/compat/nowpayments_create_alias.py,backend/app/api/compat/nowpayments_create_alias.py::create_subscription_payment,DISCOVERY_REQUIRED,GET /api/ndsp/nowpayments-create-alias/health|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|GET /api/ndsp/nowpayments-create-alias/health|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create,JSON|POSTGRES,CALCULATED_REAL,AUTHENTICATED_USER,SUBSCRIPTION,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/app/api/compat/nowpayments_create_alias.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=4,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-7D8D4A9C056F,L08 Nmp Confirmation,Business or platform capability discovered from l08_nmp_confirmation in backend/layers/canonical_v1/structure/l08_nmp_confirmation.py,backend/layers/canonical_v1/structure/l08_nmp_confirmation.py::l08_nmp_confirmation,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,USER_OR_ADMIN,UNMAPPED,DISCOVERY_REQUIRED,SOURCE_IDENTIFIED,UNKNOWN,CANONICAL,backend/layers/canonical_v1/structure/l08_nmp_confirmation.py,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=MEDIUM;business_keyword_score=3,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-7DC9056619BD,Safe Session User,Business or platform capability discovered from safeSessionUser in backend/auth_api/ndsp_user_login_gateway.cjs,backend/auth_api/ndsp_user_login_gateway.cjs::safeSessionUser,ndsp-user-login.service,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|GET /api/auth/decision-room-access|POST /api/auth/runtime/usage/consume|GET /api/auth/profile|PUT /api/auth/profile|GET /api/auth/survey/status|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/auth_api/ndsp_user_login_gateway.cjs,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=8,LOCAL_ONLY,ALGORITHM_OR_BUSINESS_LOGIC,HIGH,
CAP-7DE2DECB975F,Ndsp Canonical User Portal V86,Business or platform capability discovered from ndsp-canonical-user-portal-v86 in backups/portal-v50-retire-v2-2/20260727_001938/files/var/www/ndsp-my/ndsp-canonical-user-portal-v86.js,backups/portal-v50-retire-v2-2/20260727_001938/files/var/www/ndsp-my/ndsp-canonical-user-portal-v86.js::ndsp-canonical-user-portal-v86,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,HTTP_API|JSON,CALCULATED_REAL,AUTHENTICATED_USER,LOGIN,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_LIVE,CANONICAL,backups/portal-v50-retire-v2-2/20260727_001938/files/var/www/ndsp-my/ndsp-canonical-user-portal-v86.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=UNTRACKED;confidence=MEDIUM;business_keyword_score=3,UNTRACKED,ALGORITHM_OR_BUSINESS_LOGIC,MEDIUM,
CAP-7DF65DCA1E09,Server,API capability discovered at GET /notifications,backend/server.js,DISCOVERY_REQUIRED,GET /notifications,JSON,CALCULATED_REAL,ADMIN,TRIAL,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/server.js,DISCOVERY_REQUIRED,2026-07-31T19:55:52Z,origin=LOCAL_MODIFIED;confidence=HIGH;frontend_consumers=1,LOCAL_MODIFIED,API_ENDPOINT,HIGH,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh
