capability_id,capability_name,semantic_cluster_id,gap_type,source_or_algorithm,runtime_service,endpoint_or_contract,recommended_screen,required_action,priority,capability_kind,origin_classification,data_state,source_exists_on_main,source_exists_locally,recommended_feature,recommended_components
CAP-636B50FAED04,Frontend Contract,CLUSTER-0746027563B4F7CB,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ME/DASHBOARD,CAPABILITY_REVIEW,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Unclassified platform capability,CapabilityInspector|EvidencePanel
CAP-D6102C7DC3C1,Frontend Contract,CLUSTER-1143EF6BAB8687CD,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /PACKAGES,CAPABILITY_REVIEW,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Unclassified platform capability,CapabilityInspector|EvidencePanel
CAP-4804EA150D2F,Frontend Contract,CLUSTER-1B355FCD82516B99,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /BRIEF/TODAY,CAPABILITY_REVIEW,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Unclassified platform capability,CapabilityInspector|EvidencePanel
CAP-C95B03AE5FFB,Frontend Contract,CLUSTER-1C0006D0FCDB7718,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /ACCOUNT/ACTIVATE,CAPABILITY_REVIEW,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Unclassified platform capability,CapabilityInspector|EvidencePanel
CAP-11BF5E282765,Frontend Contract,CLUSTER-37970355FCCFFAB3,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ME/WATCHLIST,CAPABILITY_REVIEW,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Unclassified platform capability,CapabilityInspector|EvidencePanel
CAP-FA44BA71A8B0,Frontend Contract,CLUSTER-3B0A4645F1E78920,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ASSETS/{ASSET_ID}/CHART,CAPABILITY_REVIEW,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Unclassified platform capability,CapabilityInspector|EvidencePanel
CAP-B167184CBF84,Frontend Contract,CLUSTER-3DB2CA2224CCB065,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /ME/WATCHLIST,CAPABILITY_REVIEW,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Unclassified platform capability,CapabilityInspector|EvidencePanel
CAP-A57ECAABD0D2,Frontend Contract,CLUSTER-43E988AB222E55F2,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ASSETS,CAPABILITY_REVIEW,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Unclassified platform capability,CapabilityInspector|EvidencePanel
CAP-2CC212BF4F8E,Frontend Contract,CLUSTER-56B06674577E8202,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,DELETE /ME/WATCHLIST/{ASSET_ID},CAPABILITY_REVIEW,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Unclassified platform capability,CapabilityInspector|EvidencePanel
CAP-2B9AC68DB1D6,Assert No Decision Mutation,CLUSTER-4667012B1A9E34A8,RUNTIME_SERVICE_UNVERIFIED,backend/app/support_layers/scenario/scenario_engine.py::assert_no_decision_mutation,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,DECISION_ROOM,Identify canonical runtime owner or non-runtime contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,Decision intelligence workspace,DecisionSummary|SignalPanel|ScenarioMatrix|NarrativeCard
CAP-6F83F74440AE,Frontend Contract,CLUSTER-566579A5139ED492,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ASSETS/{ASSET_ID}/DECISION,DECISION_ROOM,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Decision intelligence workspace,DecisionSummary|SignalPanel|ScenarioMatrix|NarrativeCard
CAP-3965B46743DE,Frontend Contract,CLUSTER-64C310B6EDCD42B4,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /ADMIN/REGISTRATIONS/{REGISTRATION_ID}/DECISION,DECISION_ROOM,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Decision intelligence workspace,DecisionSummary|SignalPanel|ScenarioMatrix|NarrativeCard
CAP-E4B4728311F0,Decision Quality Public,CLUSTER-B660C1DCD7F3C77B,DATA_STATE_UNVERIFIED,backend/app/api/decision_quality_public.py,DISCOVERY_REQUIRED,GET /API/DECISION/QUALITY,LANDING,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Public platform presentation,CapabilityProof|LiveMetric|PlatformTimeline
CAP-0622719B013B,Ndsp Public Quality Unique,CLUSTER-8DB24B3A307DBA1B,DATA_STATE_UNVERIFIED,backend/app/api/ndsp_public_quality_unique.py,DISCOVERY_REQUIRED,GET /API/NDSP/PUBLIC/DECISION-QUALITY,LANDING,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Public platform presentation,CapabilityProof|LiveMetric|PlatformTimeline
CAP-7A9637DD3A75,Frontend Contract,CLUSTER-456F5C0D6EEA8305,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /MARKETS,MARKET_INTELLIGENCE,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Market and economic intelligence,MarketOverview|COTPanel|ForecastChart|IndicatorGrid
CAP-A1CD5A0B9B66,Market Type For,CLUSTER-547C76FD6DEEB68F,API_CONTRACT_UNVERIFIED,backend/ndsp-live-decision-quality/asset_registry_runtime.py::market_type_for,ndsp-live-decision-quality.service,DISCOVERY_REQUIRED,PLATFORM_OPERATIONS,Define or confirm API/integration contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,UNTRACKED,REAL_SNAPSHOT,false,true,Platform operations and service health,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel
CAP-5B18901D1F22,Frontend Contract,CLUSTER-73EFBFAE1A55AC95,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /CONTRACT/STATUS,PLATFORM_OPERATIONS,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Platform operations and service health,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel
CAP-B81607E6BCDB,Frontend Contract,CLUSTER-B3B8D85FAFE3D708,DATA_STATE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ADMIN/HEALTH,PLATFORM_OPERATIONS,Verify real data source and freshness semantics,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Platform operations and service health,ServiceHealthGrid|RuntimeStatus|GatewayMonitor|BackupPanel
CAP-935E1E26D22F,Dqsrisk State,CLUSTER-075A9C033639FAC0,RUNTIME_SERVICE_UNVERIFIED,backend/app/support_layers/quality/decision_quality_stack.py::DQSRiskState,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,QUALITY_AND_RISK,Identify canonical runtime owner or non-runtime contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,Decision quality and risk controls,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus
CAP-F6B5F7A0A680,Frontend Fields Api,CLUSTER-4AE80B870122ACCA,RUNTIME_SERVICE_UNVERIFIED,backend/app/ndsp_governance/frontend_fields_api.py,DISCOVERY_REQUIRED,GET /API/NDSP/FRONTEND-FIELDS/PROBE,QUALITY_AND_RISK,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Decision quality and risk controls,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus
CAP-B89CF4208B10,Grade From Score,CLUSTER-0412272E609423D6,RUNTIME_SERVICE_UNVERIFIED,backend/app/support_layers/quality/decision_quality_stack.py::_grade_from_score,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,QUALITY_AND_RISK,Identify canonical runtime owner or non-runtime contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,Decision quality and risk controls,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus
CAP-3A5ED3DB0C0D,Risk Label,CLUSTER-23D620B64D4FFE61,RUNTIME_SERVICE_UNVERIFIED,backend/app/support_layers/scenario/scenario_engine.py::_risk_label,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,QUALITY_AND_RISK,Identify canonical runtime owner or non-runtime contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,Decision quality and risk controls,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus
CAP-98156F574B28,Risk Warnings,CLUSTER-A8307409A045A817,RUNTIME_SERVICE_UNVERIFIED,backend/app/support_layers/scenario/scenario_engine.py::_risk_warnings,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,QUALITY_AND_RISK,Identify canonical runtime owner or non-runtime contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,Decision quality and risk controls,QualityScore|RiskPanel|ConfidenceGauge|GovernanceStatus
CAP-805630C7C819,Attach Report,CLUSTER-1A1DF77772C7862E,API_CONTRACT_UNVERIFIED,backend/app/support_layers/scenario/scenario_engine.py::attach_report,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REPORTS_AND_ANALYTICS,Define or confirm API/integration contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,"Reports, analytics, and evidence",ReportLibrary|AnalyticsChart|HistoryTable|EvidenceDrawer
CAP-9BE0DE3ADC89,Generate Report,CLUSTER-BC5304F5A464794E,API_CONTRACT_UNVERIFIED,backend/app/support_layers/scenario/scenario_engine.py::generate_report,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REPORTS_AND_ANALYTICS,Define or confirm API/integration contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,"Reports, analytics, and evidence",ReportLibrary|AnalyticsChart|HistoryTable|EvidenceDrawer
CAP-552A04A27A0F,Scenario Report,CLUSTER-1BD5A59391679254,API_CONTRACT_UNVERIFIED,backend/app/support_layers/scenario/scenario_engine.py::ScenarioReport,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REPORTS_AND_ANALYTICS,Define or confirm API/integration contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,"Reports, analytics, and evidence",ReportLibrary|AnalyticsChart|HistoryTable|EvidenceDrawer
CAP-805630C7C819,Attach Report,CLUSTER-1A1DF77772C7862E,DATA_STATE_UNVERIFIED,backend/app/support_layers/scenario/scenario_engine.py::attach_report,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REPORTS_AND_ANALYTICS,Verify real data source and freshness semantics,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,"Reports, analytics, and evidence",ReportLibrary|AnalyticsChart|HistoryTable|EvidenceDrawer
CAP-9BE0DE3ADC89,Generate Report,CLUSTER-BC5304F5A464794E,DATA_STATE_UNVERIFIED,backend/app/support_layers/scenario/scenario_engine.py::generate_report,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REPORTS_AND_ANALYTICS,Verify real data source and freshness semantics,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,"Reports, analytics, and evidence",ReportLibrary|AnalyticsChart|HistoryTable|EvidenceDrawer
CAP-552A04A27A0F,Scenario Report,CLUSTER-1BD5A59391679254,DATA_STATE_UNVERIFIED,backend/app/support_layers/scenario/scenario_engine.py::ScenarioReport,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REPORTS_AND_ANALYTICS,Verify real data source and freshness semantics,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,UNKNOWN,false,true,"Reports, analytics, and evidence",ReportLibrary|AnalyticsChart|HistoryTable|EvidenceDrawer
CAP-70F625B28F63,Alert Prefs Post,CLUSTER-5C8A28CB4849CE41,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/compat/user_operational_compat.py::alert_prefs_post,DISCOVERY_REQUIRED,GET /API/AUTH/ACTIVATE|GET /API/NDSP/COMPAT/HEALTH|GET /API/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/STATUS|GET /API/USER/ALERT-PREFERENCES|GET /API/V6/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/STATUS|POST /API/ALERTS/EMAIL/TEST|POST /API/AUTH/ACTIVATE|POST /API/AUTH/REGISTER-TRIAL|POST /API/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/CREATE|POST /API/TELEGRAM/LINK/START|POST /API/TELEGRAM/LINK/VERIFY|POST /API/TRIAL/REGISTER|POST /API/TRIAL/REQUEST|POST /API/USER/ALERT-PREFERENCES|POST /API/V1/TRIAL/REGISTER|POST /API/V6/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/CREATE,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,ALGORITHM_OR_BUSINESS_LOGIC,LOCAL_ONLY,REAL_SNAPSHOT,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-C250957D114F,Frontend Contract,CLUSTER-0AB1FDCBBD5FA5E8,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ACCOUNT/TRIAL,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-BD19C45FECD0,Frontend Contract,CLUSTER-75F9D184F9AFE542,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /PAYMENTS/CHECKOUT,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-D8194AB79967,Frontend Contract,CLUSTER-A10391D6225F56E7,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /PAYMENTS/WEBHOOK,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-8BFCC7DDCBE0,Frontend Contract,CLUSTER-A84405A7F2E6BD0A,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /ADMIN/PAYMENTS/{PAYMENT_ID}/APPROVE,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-F402D935EFF7,Frontend Contract,CLUSTER-B9068B4DD1E0C3BC,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ADMIN/PAYMENTS,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-10D53C6D7918,Frontend Contract,CLUSTER-CAAF3729109106A9,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ADMIN/TRIALS,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-9F3B6AAA223B,Frontend Contract,CLUSTER-DA5230BF722A7C44,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /ADMIN/PAYMENTS/{PAYMENT_ID}/REJECT,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-C514A0947E28,Frontend Contract,CLUSTER-FBE574887ED479BC,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ME/SUBSCRIPTION,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-70C19D24087E,Ndsp Nowpayments,CLUSTER-3373CEFA77A50B27,RUNTIME_SERVICE_UNVERIFIED,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,GET /WEBHOOKS/NOWPAYMENTS,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,ON_MAIN,REAL_LIVE,true,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-7AF5F3CAE976,Ndsp Nowpayments,CLUSTER-9D13ADEF1E509D68,RUNTIME_SERVICE_UNVERIFIED,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,POST /WEBHOOKS/NOWPAYMENTS,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,ON_MAIN,REAL_LIVE,true,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-29DCBEF0D49C,Ndsp Nowpayments,CLUSTER-D7C6C05092448016,RUNTIME_SERVICE_UNVERIFIED,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,POST /CHECKOUT/CREATE,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,ON_MAIN,REAL_LIVE,true,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-DBE4CDD3AB94,Ndsp Nowpayments,CLUSTER-FFA7F6F8B9033F4B,RUNTIME_SERVICE_UNVERIFIED,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,GET /NOWPAYMENTS/HEALTH,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,ON_MAIN,REAL_LIVE,true,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-461745E841AB,Ndsp Trial Info,CLUSTER-E25552D956180A16,RUNTIME_SERVICE_UNVERIFIED,backend/ndsp_trial_info.cjs,DISCOVERY_REQUIRED,GET /TRIAL/INFO,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,ON_MAIN,REAL_SNAPSHOT,true,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-329C5FE62399,Nowpayments Create Alias,CLUSTER-04AE942A6CCB8C5A,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/compat/nowpayments_create_alias.py,DISCOVERY_REQUIRED,POST /API/V6/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/CREATE,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,REAL_SNAPSHOT,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-4C3B7B99A4A6,Nowpayments Create Alias,CLUSTER-3B2119F427ED870D,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/compat/nowpayments_create_alias.py,DISCOVERY_REQUIRED,GET /API/NDSP/NOWPAYMENTS-CREATE-ALIAS/HEALTH,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,REAL_SNAPSHOT,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-033B90B3A316,Nowpayments Create Alias,CLUSTER-979F2906008108BE,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/compat/nowpayments_create_alias.py,DISCOVERY_REQUIRED,POST /API/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/CREATE,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,REAL_SNAPSHOT,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-EDF3F96EC14B,User Operational Compat,CLUSTER-12CE9BAE31EA4CB2,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /API/TRIAL/REGISTER,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,REAL_SNAPSHOT,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-9EAA6B9BF2BC,User Operational Compat,CLUSTER-5E9DA9DE4B7D094A,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,GET /API/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/STATUS,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,REAL_SNAPSHOT,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-F197D783C391,User Operational Compat,CLUSTER-7845464071C28F4D,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,GET /API/V6/PAYMENTS/NOWPAYMENTS/SUBSCRIPTION/STATUS,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,REAL_SNAPSHOT,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-5F34508D1D07,User Operational Compat,CLUSTER-955B64BDFA938A5B,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /API/V1/TRIAL/REGISTER,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,REAL_SNAPSHOT,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-3F9549B2B851,User Operational Compat,CLUSTER-AB4D236F021BB367,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /API/TRIAL/REQUEST,TRIAL_AND_BILLING,Identify canonical runtime owner or non-runtime contract,P1_HIGH,API_ENDPOINT,LOCAL_ONLY,REAL_SNAPSHOT,false,true,"Trial, plans, and billing",TrialCountdown|PlanComparison|UsageMeter|BillingStatus
CAP-F150D0BAA604,Frontend Contract,CLUSTER-2BF08E118E2502DD,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ADMIN/LAYERS,ADMIN_USERS,Identify canonical runtime owner or non-runtime contract,P2_MEDIUM,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Admin user management,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel
CAP-E9D779AE5200,Frontend Contract,CLUSTER-439BB6D39BC81D2B,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ADMIN/REGISTRATIONS,ADMIN_USERS,Identify canonical runtime owner or non-runtime contract,P2_MEDIUM,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Admin user management,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel
CAP-071618E88E83,Frontend Contract,CLUSTER-8E2FC46606546F23,RUNTIME_SERVICE_UNVERIFIED,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /ME/ENTITLEMENTS,ADMIN_USERS,Identify canonical runtime owner or non-runtime contract,P2_MEDIUM,API_ENDPOINT,LOCAL_ONLY,UNKNOWN,false,true,Admin user management,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel
CAP-4B8CAC6792AE,Ndsp User Portal Final Experience V1 One Script,CLUSTER-0328C106FF332C89,RUNTIME_SERVICE_UNVERIFIED,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,DISCOVERY_REQUIRED,GET /API/USER/EXPERIENCE,ADMIN_USERS,Identify canonical runtime owner or non-runtime contract,P2_MEDIUM,API_ENDPOINT,UNTRACKED,REAL_LIVE,false,true,Admin user management,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel
CAP-B2ADCE8E14C1,Ndsp User Portal Final Experience V1 One Script,CLUSTER-14E241D47ACC5CBA,RUNTIME_SERVICE_UNVERIFIED,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,DISCOVERY_REQUIRED,POST /API/USER/LEGAL-ACCEPTANCE,ADMIN_USERS,Identify canonical runtime owner or non-runtime contract,P2_MEDIUM,API_ENDPOINT,UNTRACKED,REAL_LIVE,false,true,Admin user management,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel
CAP-AD97D3157EBD,Ndsp User Portal Final Experience V1 One Script,CLUSTER-FDBEF33E2C765F1C,RUNTIME_SERVICE_UNVERIFIED,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,DISCOVERY_REQUIRED,POST /API/USER/SURVEY,ADMIN_USERS,Identify canonical runtime owner or non-runtime contract,P2_MEDIUM,API_ENDPOINT,UNTRACKED,REAL_LIVE,false,true,Admin user management,UsersTable|UserDetailDrawer|RoleBadge|EntitlementPanel
