capability_id,capability_name,semantic_cluster_id,gap_type,priority,recommended_screen,recommended_feature,source_or_algorithm,source_location,remediation_status,remediation_value,evidence_type,evidence_detail,confidence,human_confirmation_required,ui_complete
CAP-552A04A27A0F,Scenario Report,CLUSTER-1BD5A59391679254,API_CONTRACT_UNVERIFIED,P1_HIGH,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::ScenarioReport,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-805630C7C819,Attach Report,CLUSTER-1A1DF77772C7862E,DATA_STATE_UNVERIFIED,P1_HIGH,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::attach_report,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-9BE0DE3ADC89,Generate Report,CLUSTER-BC5304F5A464794E,DATA_STATE_UNVERIFIED,P1_HIGH,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::generate_report,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-552A04A27A0F,Scenario Report,CLUSTER-1BD5A59391679254,DATA_STATE_UNVERIFIED,P1_HIGH,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::ScenarioReport,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-70F625B28F63,Alert Prefs Post,CLUSTER-5C8A28CB4849CE41,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py::alert_prefs_post,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-C250957D114F,Frontend Contract,CLUSTER-0AB1FDCBBD5FA5E8,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-BD19C45FECD0,Frontend Contract,CLUSTER-75F9D184F9AFE542,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-D8194AB79967,Frontend Contract,CLUSTER-A10391D6225F56E7,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-8BFCC7DDCBE0,Frontend Contract,CLUSTER-A84405A7F2E6BD0A,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-F402D935EFF7,Frontend Contract,CLUSTER-B9068B4DD1E0C3BC,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-10D53C6D7918,Frontend Contract,CLUSTER-CAAF3729109106A9,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-9F3B6AAA223B,Frontend Contract,CLUSTER-DA5230BF722A7C44,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-C514A0947E28,Frontend Contract,CLUSTER-FBE574887ED479BC,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-70C19D24087E,Ndsp Nowpayments,CLUSTER-3373CEFA77A50B27,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_nowpayments.cjs,ON_MAIN,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-7AF5F3CAE976,Ndsp Nowpayments,CLUSTER-9D13ADEF1E509D68,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_nowpayments.cjs,ON_MAIN,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-29DCBEF0D49C,Ndsp Nowpayments,CLUSTER-D7C6C05092448016,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_nowpayments.cjs,ON_MAIN,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-DBE4CDD3AB94,Ndsp Nowpayments,CLUSTER-FFA7F6F8B9033F4B,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_nowpayments.cjs,ON_MAIN,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-461745E841AB,Ndsp Trial Info,CLUSTER-E25552D956180A16,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/ndsp_trial_info.cjs,ON_MAIN,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-329C5FE62399,Nowpayments Create Alias,CLUSTER-04AE942A6CCB8C5A,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/nowpayments_create_alias.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-4C3B7B99A4A6,Nowpayments Create Alias,CLUSTER-3B2119F427ED870D,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/nowpayments_create_alias.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-033B90B3A316,Nowpayments Create Alias,CLUSTER-979F2906008108BE,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/nowpayments_create_alias.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-EDF3F96EC14B,User Operational Compat,CLUSTER-12CE9BAE31EA4CB2,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-9EAA6B9BF2BC,User Operational Compat,CLUSTER-5E9DA9DE4B7D094A,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-F197D783C391,User Operational Compat,CLUSTER-7845464071C28F4D,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-5F34508D1D07,User Operational Compat,CLUSTER-955B64BDFA938A5B,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-3F9549B2B851,User Operational Compat,CLUSTER-AB4D236F021BB367,RUNTIME_SERVICE_UNVERIFIED,P1_HIGH,TRIAL_AND_BILLING,"Trial, plans, and billing",backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-F150D0BAA604,Frontend Contract,CLUSTER-2BF08E118E2502DD,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ADMIN_USERS,Admin user management,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-E9D779AE5200,Frontend Contract,CLUSTER-439BB6D39BC81D2B,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ADMIN_USERS,Admin user management,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-071618E88E83,Frontend Contract,CLUSTER-8E2FC46606546F23,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ADMIN_USERS,Admin user management,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-4B8CAC6792AE,Ndsp User Portal Final Experience V1 One Script,CLUSTER-0328C106FF332C89,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ADMIN_USERS,Admin user management,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-B2ADCE8E14C1,Ndsp User Portal Final Experience V1 One Script,CLUSTER-14E241D47ACC5CBA,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ADMIN_USERS,Admin user management,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-AD97D3157EBD,Ndsp User Portal Final Experience V1 One Script,CLUSTER-FDBEF33E2C765F1C,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ADMIN_USERS,Admin user management,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-0CE111E47411,Frontend Contract,CLUSTER-328257E93FCC054C,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-538A80545E29,Frontend Contract,CLUSTER-67635868736B0665,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-931E56E35D55,Frontend Contract,CLUSTER-ABFFD4E1F0B0E15D,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-8BCDCDA9FCED,Frontend Contract,CLUSTER-F3A2BBEC8AF03293,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-F0AA44F7E81A,Frontend Contract,CLUSTER-F9493910881613CF,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-E4980A40032A,Ndsp User Portal Final Experience V1 One Script,CLUSTER-322DC710CFDB962B,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-A194414E26E2,Telegram Routing Admin,CLUSTER-5E7C7AD2F1B4282A,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/admin/telegram_routing_admin.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-EC53447FDEFA,Telegram Routing Internal,CLUSTER-C427B922BB471395,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/internal/telegram_routing_internal.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-45BEE5E5B9D6,Telegram Routing V2,CLUSTER-20B55F2AD6D04BE8,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/admin/telegram_routing_v2.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-8CF43007F5CD,Telegram Routing V2,CLUSTER-631F0C2197AF7D5E,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/admin/telegram_routing_v2.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-22453668AACA,Telegram Routing V2,CLUSTER-7221689E4834C98E,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/admin/telegram_routing_v2.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-BC09A0EB4549,User Operational Compat,CLUSTER-192665335C34E13D,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-48F24BF885D7,User Operational Compat,CLUSTER-418471406315AE70,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-FAAE9703FE61,User Operational Compat,CLUSTER-5F9C10E11F6C8818,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-D559FE326861,User Operational Compat,CLUSTER-7760D3ACF83E0B50,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-E50EE9CF3FD6,User Operational Compat,CLUSTER-B8252076D7DF7FF9,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-235EF538DEF9,Auth Reset,CLUSTER-FDFBE9985B5F63E6,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/v1/frontend_contract.py::auth_reset,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-A5C181808EF6,Frontend Contract,CLUSTER-0AFD7CA382703AB5,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-2CD69A7EA838,Frontend Contract,CLUSTER-3B2D0C744090CBFD,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-1736E39D1CE4,Frontend Contract,CLUSTER-40EAC1E50F40B29A,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-C8C94E7A8122,Frontend Contract,CLUSTER-A4184781CB31473F,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-55015F233F5A,Frontend Contract,CLUSTER-ADEC92F5352C095D,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-D0B86CD5E331,Frontend Contract,CLUSTER-CC1E47237D1C817F,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-862CD297F1FD,Frontend Contract,CLUSTER-E488ABB058037AED,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-D054F1321201,Ndsp User Login Gateway,CLUSTER-00830B85A41852B9,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-3B89863B2015,Ndsp User Login Gateway,CLUSTER-21D862A38B8E3867,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-C55DEBBD7CB7,Ndsp User Login Gateway,CLUSTER-25099A6E3D05D0C3,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-F139426B5341,Ndsp User Login Gateway,CLUSTER-2B8E8720210CF8DD,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-242D8324FAD9,Ndsp User Login Gateway,CLUSTER-33A3608EC2C6ABB6,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-F56AB637F669,Ndsp User Login Gateway,CLUSTER-4346E697DC6E8699,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-8F78E58E5656,Ndsp User Login Gateway,CLUSTER-7D965DF29C66CBAD,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-E6FFD507C6FA,Ndsp User Login Gateway,CLUSTER-91FDD188B6AF925D,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-6565FE804AF5,Ndsp User Login Gateway,CLUSTER-E6F3B9DC23FA980C,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-2ED357832A3E,Ndsp User Login Gateway,CLUSTER-E851A39B70C0258B,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-425426D4A96B,User Operational Compat,CLUSTER-32A1E3F9E77CD9AB,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-F19E055AF8D6,User Operational Compat,CLUSTER-5DBA84E9131F0BAC,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-945D34B96341,User Operational Compat,CLUSTER-9770B51137F30B8E,OWNER_UNASSIGNED,P2_MEDIUM,AUTHENTICATION,Authentication and account access,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-636B50FAED04,Frontend Contract,CLUSTER-0746027563B4F7CB,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-D6102C7DC3C1,Frontend Contract,CLUSTER-1143EF6BAB8687CD,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
CAP-4804EA150D2F,Frontend Contract,CLUSTER-1B355FCD82516B99,RUNTIME_SERVICE_UNVERIFIED,P2_MEDIUM,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,AMBIGUOUS_EVIDENCE,,SYSTEMD_RUNTIME_MATCH,AMBIGUOUS_RUNTIME_MATCH,LOW,true,false
